machine_id,timestamp,temperature,vibration,pressure,rul_hours
M004,2026-03-07T12:45:56.860366,66.91,0.0386,101.67,299.58
M004,2026-03-07T12:50:56.860366,66.81,0.0232,102.51,299.5
M004,2026-03-07T12:55:56.860366,69.99,0.0217,103.04,299.42
M004,2026-03-07T13:00:56.860366,65.13,0.0206,98.8,299.33
M004,2026-03-07T13:05:56.860366,66.42,0.0345,98.96,299.25
M004,2026-03-07T13:10:56.860366,69.13,0.0302,100.25,299.17
M004,2026-03-07T13:15:56.860366,69.52,0.0396,100.26,299.08
M004,2026-03-07T13:20:56.860366,65.37,0.0244,101.13,299.0
M004,2026-03-07T13:25:56.860366,65.57,0.0202,102.42,298.92
M004,2026-03-07T13:30:56.860366,72.65,0.0249,104.31,298.83
M004,2026-03-07T13:35:56.860366,65.26,0.027,100.15,298.75
M004,2026-03-07T13:40:56.860366,74.22,0.0294,103.07,298.67
M004,2026-03-07T13:45:56.860366,66.68,0.0292,98.53,298.58
M004,2026-03-07T13:50:56.860366,70.79,0.0214,101.96,298.5
M004,2026-03-07T13:55:56.860366,71.24,0.0224,103.72,298.42
M004,2026-03-07T14:00:56.860366,70.84,0.0306,103.18,298.33
M004,2026-03-07T14:05:56.860366,65.81,0.0219,104.51,298.25
M004,2026-03-07T14:10:56.860366,69.01,0.0201,100.56,298.17
M004,2026-03-07T14:15:56.860366,71.6,0.0263,101.11,298.08
M004,2026-03-07T14:20:56.860366,69.06,0.0375,104.04,298.0
M004,2026-03-07T14:25:56.860366,67.31,0.0263,97.62,297.92
M004,2026-03-07T14:30:56.860366,68.58,0.0211,98.42,297.83
M004,2026-03-07T14:35:56.860366,71.27,0.0286,99.68,297.75
M004,2026-03-07T14:40:56.860366,67.26,0.0395,98.29,297.67
M004,2026-03-07T14:45:56.860366,65.84,0.035,98.39,297.58
M004,2026-03-07T14:50:56.860366,65.05,0.0219,95.06,297.5
M004,2026-03-07T14:55:56.860366,70.72,0.0298,101.31,297.42
M004,2026-03-07T15:00:56.860366,67.81,0.0237,102.05,297.33
M004,2026-03-07T15:05:56.860366,69.46,0.0215,97.81,297.25
M004,2026-03-07T15:10:56.860366,69.77,0.0302,97.08,297.17
M004,2026-03-07T15:15:56.860366,66.84,0.0302,103.66,297.08
M004,2026-03-07T15:20:56.860366,70.36,0.0255,100.86,297.0
M004,2026-03-07T15:25:56.860366,71.33,0.0343,99.14,296.92
M004,2026-03-07T15:30:56.860366,71.49,0.0208,99.22,296.83
M004,2026-03-07T15:35:56.860366,70.78,0.0377,104.06,296.75
M004,2026-03-07T15:40:56.860366,74.5,0.0314,103.44,296.67
M004,2026-03-07T15:45:56.860366,67.56,0.0253,104.87,296.58
M004,2026-03-07T15:50:56.860366,74.58,0.0217,103.72,296.5
M004,2026-03-07T15:55:56.860366,72.84,0.0246,97.61,296.42
M004,2026-03-07T16:00:56.860366,69.44,0.0357,96.95,296.33
M004,2026-03-07T16:05:56.860366,72.27,0.0259,99.46,296.25
M004,2026-03-07T16:10:56.860366,65.0,0.0349,96.86,296.17
M004,2026-03-07T16:15:56.860366,65.82,0.0334,102.52,296.08
M004,2026-03-07T16:20:56.860366,72.64,0.0345,101.24,296.0
M004,2026-03-07T16:25:56.860366,74.0,0.0289,97.33,295.92
M004,2026-03-07T16:30:56.860366,70.05,0.0367,99.13,295.83
M004,2026-03-07T16:35:56.860366,69.41,0.0229,98.41,295.75
M004,2026-03-07T16:40:56.860366,67.53,0.0376,104.37,295.67
M004,2026-03-07T16:45:56.860366,67.75,0.0217,104.15,295.58
M004,2026-03-07T16:50:56.860366,70.62,0.027,101.54,295.5
M004,2026-03-07T16:55:56.860366,68.43,0.0307,102.33,295.42
M004,2026-03-07T17:00:56.860366,74.71,0.036,101.09,295.33
M004,2026-03-07T17:05:56.860366,69.76,0.0398,99.6,295.25
M004,2026-03-07T17:10:56.860366,73.46,0.0275,104.94,295.17
M004,2026-03-07T17:15:56.860366,67.79,0.0333,95.75,295.08
M004,2026-03-07T17:20:56.860366,71.43,0.0215,101.93,295.0
M004,2026-03-07T17:25:56.860366,67.16,0.0312,98.91,294.92
M004,2026-03-07T17:30:56.860366,71.0,0.0318,97.96,294.83
M004,2026-03-07T17:35:56.860366,74.39,0.0287,98.37,294.75
M004,2026-03-07T17:40:56.860366,74.64,0.0257,104.12,294.67
M004,2026-03-07T17:45:56.860366,72.81,0.036,104.67,294.58
M004,2026-03-07T17:50:56.860366,67.39,0.0325,103.69,294.5
M004,2026-03-07T17:55:56.860366,66.26,0.0377,95.62,294.42
M004,2026-03-07T18:00:56.860366,67.61,0.0353,96.46,294.33
M004,2026-03-07T18:05:56.860366,68.24,0.0347,95.07,294.25
M004,2026-03-07T18:10:56.860366,69.73,0.0256,95.09,294.17
M004,2026-03-07T18:15:56.860366,71.21,0.037,97.95,294.08
M004,2026-03-07T18:20:56.860366,66.05,0.0369,97.91,294.0
M004,2026-03-07T18:25:56.860366,71.28,0.0287,96.6,293.92
M004,2026-03-07T18:30:56.860366,70.91,0.0206,97.61,293.83
M004,2026-03-07T18:35:56.860366,70.44,0.0305,96.72,293.75
M004,2026-03-07T18:40:56.860366,71.19,0.0344,96.41,293.67
M004,2026-03-07T18:45:56.860366,70.21,0.0252,99.13,293.58
M004,2026-03-07T18:50:56.860366,72.17,0.0374,99.44,293.5
M004,2026-03-07T18:55:56.860366,65.35,0.024,97.28,293.42
M004,2026-03-07T19:00:56.860366,73.03,0.0211,101.32,293.33
M004,2026-03-07T19:05:56.860366,70.24,0.0353,98.95,293.25
M004,2026-03-07T19:10:56.860366,68.97,0.0233,104.87,293.17
M004,2026-03-07T19:15:56.860366,66.51,0.02,103.53,293.08
M004,2026-03-07T19:20:56.860366,73.31,0.0329,103.85,293.0
M004,2026-03-07T19:25:56.860366,71.0,0.0332,99.58,292.92
M004,2026-03-07T19:30:56.860366,74.86,0.0261,101.25,292.83
M004,2026-03-07T19:35:56.860366,69.03,0.0258,102.61,292.75
M004,2026-03-07T19:40:56.860366,73.51,0.0222,104.23,292.67
M004,2026-03-07T19:45:56.860366,73.03,0.0252,103.06,292.58
M004,2026-03-07T19:50:56.860366,70.94,0.03,100.88,292.5
M004,2026-03-07T19:55:56.860366,71.36,0.0329,101.95,292.42
M004,2026-03-07T20:00:56.860366,68.7,0.0295,103.87,292.33
M004,2026-03-07T20:05:56.860366,68.12,0.0256,97.29,292.25
M004,2026-03-07T20:10:56.860366,73.86,0.0373,95.34,292.17
M004,2026-03-07T20:15:56.860366,69.19,0.0389,98.04,292.08
M004,2026-03-07T20:20:56.860366,69.74,0.0248,97.44,292.0
M004,2026-03-07T20:25:56.860366,65.03,0.0381,96.98,291.92
M004,2026-03-07T20:30:56.860366,72.77,0.0369,104.27,291.83
M004,2026-03-07T20:35:56.860366,68.53,0.0255,100.78,291.75
M004,2026-03-07T20:40:56.860366,72.49,0.0374,96.45,291.67
M004,2026-03-07T20:45:56.860366,68.39,0.0283,101.85,291.58
M004,2026-03-07T20:50:56.860366,72.15,0.0296,97.42,291.5
M004,2026-03-07T20:55:56.860366,73.25,0.038,95.09,291.42
M004,2026-03-07T21:00:56.860366,72.76,0.0335,97.25,291.33
M004,2026-03-07T21:05:56.860366,71.99,0.0281,101.6,291.25
M004,2026-03-07T21:10:56.860366,71.61,0.0234,103.12,291.17
M004,2026-03-07T21:15:56.860366,71.51,0.03,97.87,291.08
M004,2026-03-07T21:20:56.860366,69.39,0.028,95.02,291.0
M004,2026-03-07T21:25:56.860366,72.78,0.0224,97.35,290.92
M004,2026-03-07T21:30:56.860366,69.11,0.0206,100.45,290.83
M004,2026-03-07T21:35:56.860366,74.78,0.0251,97.66,290.75
M004,2026-03-07T21:40:56.860366,70.84,0.0321,104.43,290.67
M004,2026-03-07T21:45:56.860366,68.07,0.0376,103.08,290.58
M004,2026-03-07T21:50:56.860366,70.95,0.0213,103.41,290.5
M004,2026-03-07T21:55:56.860366,66.01,0.0277,95.67,290.42
M004,2026-03-07T22:00:56.860366,71.98,0.0328,98.59,290.33
M004,2026-03-07T22:05:56.860366,70.87,0.0303,102.91,290.25
M004,2026-03-07T22:10:56.860366,68.35,0.032,103.5,290.17
M004,2026-03-07T22:15:56.860366,68.09,0.0294,102.69,290.08
M004,2026-03-07T22:20:56.860366,72.75,0.0235,96.38,290.0
M004,2026-03-07T22:25:56.860366,71.91,0.0338,104.56,289.92
M004,2026-03-07T22:30:56.860366,71.67,0.0225,96.63,289.83
M004,2026-03-07T22:35:56.860366,66.25,0.0381,102.87,289.75
M004,2026-03-07T22:40:56.860366,69.03,0.0397,100.55,289.67
M004,2026-03-07T22:45:56.860366,72.07,0.0227,97.66,289.58
M004,2026-03-07T22:50:56.860366,68.67,0.0349,97.93,289.5
M004,2026-03-07T22:55:56.860366,66.73,0.0372,95.39,289.42
M004,2026-03-07T23:00:56.860366,69.78,0.0301,104.5,289.33
M004,2026-03-07T23:05:56.860366,72.16,0.0322,100.73,289.25
M004,2026-03-07T23:10:56.860366,66.12,0.0312,97.8,289.17
M004,2026-03-07T23:15:56.860366,69.63,0.0273,100.92,289.08
M004,2026-03-07T23:20:56.860366,65.93,0.0299,100.1,289.0
M004,2026-03-07T23:25:56.860366,70.8,0.0368,95.57,288.92
M004,2026-03-07T23:30:56.860366,71.39,0.0302,98.95,288.83
M004,2026-03-07T23:35:56.860366,73.29,0.0322,100.92,288.75
M004,2026-03-07T23:40:56.860366,72.66,0.0223,102.33,288.67
M004,2026-03-07T23:45:56.860366,65.79,0.0232,102.68,288.58
M004,2026-03-07T23:50:56.860366,72.16,0.0292,103.93,288.5
M004,2026-03-07T23:55:56.860366,66.42,0.0336,102.61,288.42
M004,2026-03-08T00:00:56.860366,70.8,0.0238,96.2,288.33
M004,2026-03-08T00:05:56.860366,70.68,0.0312,99.04,288.25
M004,2026-03-08T00:10:56.860366,71.44,0.0258,97.98,288.17
M004,2026-03-08T00:15:56.860366,69.21,0.0263,96.3,288.08
M004,2026-03-08T00:20:56.860366,69.32,0.0387,95.14,288.0
M004,2026-03-08T00:25:56.860366,67.38,0.0328,97.14,287.92
M004,2026-03-08T00:30:56.860366,74.59,0.0389,102.32,287.83
M004,2026-03-08T00:35:56.860366,69.63,0.0219,103.31,287.75
M004,2026-03-08T00:40:56.860366,69.46,0.0221,99.52,287.67
M004,2026-03-08T00:45:56.860366,72.4,0.0214,101.8,287.58
M004,2026-03-08T00:50:56.860366,73.41,0.0226,100.76,287.5
M004,2026-03-08T00:55:56.860366,66.64,0.0298,97.5,287.42
M004,2026-03-08T01:00:56.860366,69.5,0.0313,104.64,287.33
M004,2026-03-08T01:05:56.860366,73.47,0.0257,104.96,287.25
M004,2026-03-08T01:10:56.860366,66.69,0.034,98.97,287.17
M004,2026-03-08T01:15:56.860366,69.83,0.0354,100.74,287.08
M004,2026-03-08T01:20:56.860366,72.71,0.033,103.8,287.0
M004,2026-03-08T01:25:56.860366,66.59,0.0296,102.97,286.92
M004,2026-03-08T01:30:56.860366,65.1,0.0235,102.72,286.83
M004,2026-03-08T01:35:56.860366,74.2,0.0394,98.11,286.75
M004,2026-03-08T01:40:56.860366,73.87,0.0279,100.64,286.67
M004,2026-03-08T01:45:56.860366,65.99,0.0347,98.96,286.58
M004,2026-03-08T01:50:56.860366,69.94,0.0303,99.08,286.5
M004,2026-03-08T01:55:56.860366,66.59,0.0305,99.66,286.42
M004,2026-03-08T02:00:56.860366,68.8,0.0397,95.67,286.33
M004,2026-03-08T02:05:56.860366,66.44,0.0257,104.84,286.25
M004,2026-03-08T02:10:56.860366,71.99,0.0331,104.68,286.17
M004,2026-03-08T02:15:56.860366,72.23,0.0299,99.25,286.08
M004,2026-03-08T02:20:56.860366,74.38,0.0278,104.41,286.0
M004,2026-03-08T02:25:56.860366,69.81,0.0213,97.22,285.92
M004,2026-03-08T02:30:56.860366,72.15,0.0283,100.78,285.83
M004,2026-03-08T02:35:56.860366,65.55,0.0208,97.22,285.75
M004,2026-03-08T02:40:56.860366,66.68,0.0315,96.58,285.67
M004,2026-03-08T02:45:56.860366,65.36,0.0383,97.38,285.58
M004,2026-03-08T02:50:56.860366,72.79,0.031,96.4,285.5
M004,2026-03-08T02:55:56.860366,73.04,0.0392,100.3,285.42
M004,2026-03-08T03:00:56.860366,68.94,0.0257,97.2,285.33
M004,2026-03-08T03:05:56.860366,68.55,0.0262,96.54,285.25
M004,2026-03-08T03:10:56.860366,68.92,0.0269,100.57,285.17
M004,2026-03-08T03:15:56.860366,74.32,0.0213,96.44,285.08
M004,2026-03-08T03:20:56.860366,68.41,0.0297,103.22,285.0
M004,2026-03-08T03:25:56.860366,69.91,0.0302,103.4,284.92
M004,2026-03-08T03:30:56.860366,68.61,0.032,95.47,284.83
M004,2026-03-08T03:35:56.860366,74.07,0.0311,102.22,284.75
M004,2026-03-08T03:40:56.860366,66.69,0.0348,104.9,284.67
M004,2026-03-08T03:45:56.860366,71.11,0.0308,103.7,284.58
M004,2026-03-08T03:50:56.860366,69.73,0.0216,97.64,284.5
M004,2026-03-08T03:55:56.860366,65.94,0.034,98.1,284.42
M004,2026-03-08T04:00:56.860366,67.21,0.0364,97.64,284.33
M004,2026-03-08T04:05:56.860366,73.44,0.0219,104.35,284.25
M004,2026-03-08T04:10:56.860366,71.92,0.0246,103.82,284.17
M004,2026-03-08T04:15:56.860366,71.82,0.028,100.99,284.08
M004,2026-03-08T04:20:56.860366,69.6,0.035,102.65,284.0
M004,2026-03-08T04:25:56.860366,72.66,0.0238,95.49,283.92
M004,2026-03-08T04:30:56.860366,66.52,0.0205,95.77,283.83
M004,2026-03-08T04:35:56.860366,69.28,0.0317,96.29,283.75
M004,2026-03-08T04:40:56.860366,65.1,0.03,101.88,283.67
M004,2026-03-08T04:45:56.860366,74.29,0.0274,101.22,283.58
M004,2026-03-08T04:50:56.860366,67.46,0.0336,97.38,283.5
M004,2026-03-08T04:55:56.860366,66.07,0.0284,97.71,283.42
M004,2026-03-08T05:00:56.860366,69.24,0.0219,96.64,283.33
M004,2026-03-08T05:05:56.860366,65.71,0.0318,103.02,283.25
M004,2026-03-08T05:10:56.860366,68.73,0.028,96.93,283.17
M004,2026-03-08T05:15:56.860366,71.77,0.0275,95.48,283.08
M004,2026-03-08T05:20:56.860366,73.67,0.0331,101.13,283.0
M004,2026-03-08T05:25:56.860366,65.38,0.0234,100.79,282.92
M004,2026-03-08T05:30:56.860366,65.22,0.0389,99.23,282.83
M004,2026-03-08T05:35:56.860366,68.73,0.0252,103.46,282.75
M004,2026-03-08T05:40:56.860366,73.11,0.0374,99.38,282.67
M004,2026-03-08T05:45:56.860366,74.98,0.0359,103.78,282.58
M004,2026-03-08T05:50:56.860366,69.05,0.0343,97.8,282.5
M004,2026-03-08T05:55:56.860366,71.3,0.0221,103.45,282.42
M004,2026-03-08T06:00:56.860366,71.83,0.0281,97.35,282.33
M004,2026-03-08T06:05:56.860366,70.92,0.0385,99.69,282.25
M004,2026-03-08T06:10:56.860366,70.83,0.0207,100.44,282.17
M004,2026-03-08T06:15:56.860366,67.3,0.034,96.9,282.08
M004,2026-03-08T06:20:56.860366,69.3,0.0234,102.78,282.0
M004,2026-03-08T06:25:56.860366,74.88,0.023,98.83,281.92
M004,2026-03-08T06:30:56.860366,69.5,0.0314,97.75,281.83
M004,2026-03-08T06:35:56.860366,69.95,0.0205,97.26,281.75
M004,2026-03-08T06:40:56.860366,69.61,0.0381,103.25,281.67
M004,2026-03-08T06:45:56.860366,72.58,0.0315,100.75,281.58
M004,2026-03-08T06:50:56.860366,69.77,0.0202,102.2,281.5
M004,2026-03-08T06:55:56.860366,71.97,0.0287,97.22,281.42
M004,2026-03-08T07:00:56.860366,67.62,0.0323,98.73,281.33
M004,2026-03-08T07:05:56.860366,71.03,0.0325,104.92,281.25
M004,2026-03-08T07:10:56.860366,69.62,0.0306,99.32,281.17
M004,2026-03-08T07:15:56.860366,67.37,0.0251,101.43,281.08
M004,2026-03-08T07:20:56.860366,67.67,0.0264,98.6,281.0
M004,2026-03-08T07:25:56.860366,73.51,0.0338,104.11,280.92
M004,2026-03-08T07:30:56.860366,72.39,0.0324,102.2,280.83
M004,2026-03-08T07:35:56.860366,73.4,0.0296,97.79,280.75
M004,2026-03-08T07:40:56.860366,65.9,0.0246,97.42,280.67
M004,2026-03-08T07:45:56.860366,65.61,0.0395,100.21,280.58
M004,2026-03-08T07:50:56.860366,69.89,0.0349,101.05,280.5
M004,2026-03-08T07:55:56.860366,71.99,0.0382,101.62,280.42
M004,2026-03-08T08:00:56.860366,67.55,0.0326,100.69,280.33
M004,2026-03-08T08:05:56.860366,66.92,0.0324,101.88,280.25
M004,2026-03-08T08:10:56.860366,66.81,0.0219,101.18,280.17
M004,2026-03-08T08:15:56.860366,72.34,0.036,101.25,280.08
M004,2026-03-08T08:20:56.860366,71.96,0.0338,100.31,280.0
M004,2026-03-08T08:25:56.860366,67.41,0.034,104.47,279.92
M004,2026-03-08T08:30:56.860366,70.31,0.0231,102.25,279.83
M004,2026-03-08T08:35:56.860366,74.7,0.02,96.55,279.75
M004,2026-03-08T08:40:56.860366,68.25,0.0368,99.91,279.67
M004,2026-03-08T08:45:56.860366,67.14,0.0284,102.41,279.58
M004,2026-03-08T08:50:56.860366,72.11,0.0301,95.81,279.5
M004,2026-03-08T08:55:56.860366,66.73,0.0355,95.24,279.42
M004,2026-03-08T09:00:56.860366,72.31,0.037,98.0,279.33
M004,2026-03-08T09:05:56.860366,70.96,0.0381,96.96,279.25
M004,2026-03-08T09:10:56.860366,69.12,0.0373,96.92,279.17
M004,2026-03-08T09:15:56.860366,71.02,0.0289,98.11,279.08
M004,2026-03-08T09:20:56.860366,65.57,0.035,103.99,279.0
M004,2026-03-08T09:25:56.860366,67.88,0.0347,102.96,278.92
M004,2026-03-08T09:30:56.860366,66.07,0.025,100.87,278.83
M004,2026-03-08T09:35:56.860366,73.29,0.0221,100.34,278.75
M004,2026-03-08T09:40:56.860366,65.2,0.0212,97.26,278.67
M004,2026-03-08T09:45:56.860366,73.12,0.0218,103.97,278.58
M004,2026-03-08T09:50:56.860366,70.85,0.0229,97.27,278.5
M004,2026-03-08T09:55:56.860366,65.04,0.031,98.49,278.42
M004,2026-03-08T10:00:56.860366,70.77,0.0246,99.76,278.33
M004,2026-03-08T10:05:56.860366,72.69,0.0236,100.52,278.25
M004,2026-03-08T10:10:56.860366,73.63,0.033,103.68,278.17
M004,2026-03-08T10:15:56.860366,74.1,0.0302,102.14,278.08
M004,2026-03-08T10:20:56.860366,67.6,0.0222,104.48,278.0
M004,2026-03-08T10:25:56.860366,65.97,0.0205,95.34,277.92
M004,2026-03-08T10:30:56.860366,69.32,0.0219,100.07,277.83
M004,2026-03-08T10:35:56.860366,70.35,0.0314,98.15,277.75
M004,2026-03-08T10:40:56.860366,71.36,0.0292,101.87,277.67
M004,2026-03-08T10:45:56.860366,72.73,0.0208,95.37,277.58
M004,2026-03-08T10:50:56.860366,68.84,0.0335,101.46,277.5
M004,2026-03-08T10:55:56.860366,70.13,0.0315,98.56,277.42
M004,2026-03-08T11:00:56.860366,68.76,0.0314,104.28,277.33
M004,2026-03-08T11:05:56.860366,69.17,0.035,104.49,277.25
M004,2026-03-08T11:10:56.860366,72.17,0.0371,96.78,277.17
M004,2026-03-08T11:15:56.860366,69.48,0.0367,101.74,277.08
M004,2026-03-08T11:20:56.860366,69.76,0.0324,95.61,277.0
M004,2026-03-08T11:25:56.860366,70.0,0.032,102.29,276.92
M004,2026-03-08T11:30:56.860366,72.2,0.0283,102.04,276.83
M004,2026-03-08T11:35:56.860366,72.28,0.0289,97.59,276.75
M004,2026-03-08T11:40:56.860366,72.02,0.027,100.08,276.67
M004,2026-03-08T11:45:56.860366,70.9,0.0358,102.85,276.58
M004,2026-03-08T11:50:56.860366,74.3,0.025,98.01,276.5
M004,2026-03-08T11:55:56.860366,71.69,0.0363,104.05,276.42
M004,2026-03-08T12:00:56.860366,72.65,0.0238,100.87,276.33
M004,2026-03-08T12:05:56.860366,68.38,0.0326,100.48,276.25
M004,2026-03-08T12:10:56.860366,68.39,0.0209,102.63,276.17
M004,2026-03-08T12:15:56.860366,71.54,0.0238,102.94,276.08
M004,2026-03-08T12:20:56.860366,66.31,0.0328,100.85,276.0
M004,2026-03-08T12:25:56.860366,68.81,0.0274,95.75,275.92
M004,2026-03-08T12:30:56.860366,71.35,0.0294,96.64,275.83
M004,2026-03-08T12:35:56.860366,73.67,0.0256,104.17,275.75
M004,2026-03-08T12:40:56.860366,70.47,0.037,96.39,275.67
M004,2026-03-08T12:45:56.860366,74.81,0.0303,102.85,275.58
M004,2026-03-08T12:50:56.860366,70.15,0.0249,103.06,275.5
M004,2026-03-08T12:55:56.860366,67.01,0.0233,100.86,275.42
M004,2026-03-08T13:00:56.860366,67.33,0.0357,101.75,275.33
M004,2026-03-08T13:05:56.860366,69.74,0.0342,97.46,275.25
M004,2026-03-08T13:10:56.860366,66.45,0.0233,102.23,275.17
M004,2026-03-08T13:15:56.860366,67.03,0.0304,95.35,275.08
M004,2026-03-08T13:20:56.860366,72.26,0.0357,99.65,275.0
M004,2026-03-08T13:25:56.860366,68.5,0.0206,103.76,274.92
M004,2026-03-08T13:30:56.860366,72.39,0.0378,104.62,274.83
M004,2026-03-08T13:35:56.860366,66.4,0.0214,98.23,274.75
M004,2026-03-08T13:40:56.860366,65.11,0.0297,95.69,274.67
M004,2026-03-08T13:45:56.860366,68.12,0.0364,98.45,274.58
M004,2026-03-08T13:50:56.860366,70.48,0.0272,102.49,274.5
M004,2026-03-08T13:55:56.860366,74.87,0.0304,102.18,274.42
M004,2026-03-08T14:00:56.860366,71.62,0.0369,100.88,274.33
M004,2026-03-08T14:05:56.860366,69.96,0.0376,98.75,274.25
M004,2026-03-08T14:10:56.860366,69.86,0.0235,95.12,274.17
M004,2026-03-08T14:15:56.860366,67.69,0.0379,100.23,274.08
M004,2026-03-08T14:20:56.860366,69.24,0.0336,102.81,274.0
M004,2026-03-08T14:25:56.860366,67.88,0.0251,98.75,273.92
M004,2026-03-08T14:30:56.860366,74.37,0.0293,96.42,273.83
M004,2026-03-08T14:35:56.860366,69.68,0.0293,101.23,273.75
M004,2026-03-08T14:40:56.860366,74.98,0.0312,98.75,273.67
M004,2026-03-08T14:45:56.860366,65.73,0.0231,98.02,273.58
M004,2026-03-08T14:50:56.860366,65.97,0.0286,97.79,273.5
M004,2026-03-08T14:55:56.860366,65.03,0.0312,101.44,273.42
M004,2026-03-08T15:00:56.860366,74.32,0.0321,96.67,273.33
M004,2026-03-08T15:05:56.860366,72.51,0.0311,98.56,273.25
M004,2026-03-08T15:10:56.860366,72.14,0.0299,101.55,273.17
M004,2026-03-08T15:15:56.860366,71.76,0.025,96.62,273.08
M004,2026-03-08T15:20:56.860366,66.21,0.032,103.22,273.0
M004,2026-03-08T15:25:56.860366,71.38,0.0267,100.8,272.92
M004,2026-03-08T15:30:56.860366,71.75,0.0313,95.77,272.83
M004,2026-03-08T15:35:56.860366,65.49,0.0379,95.66,272.75
M004,2026-03-08T15:40:56.860366,66.73,0.024,102.83,272.67
M004,2026-03-08T15:45:56.860366,74.66,0.0378,97.3,272.58
M004,2026-03-08T15:50:56.860366,65.65,0.0227,101.92,272.5
M004,2026-03-08T15:55:56.860366,70.74,0.0231,104.47,272.42
M004,2026-03-08T16:00:56.860366,68.0,0.0254,99.18,272.33
M004,2026-03-08T16:05:56.860366,69.34,0.0265,102.2,272.25
M004,2026-03-08T16:10:56.860366,65.47,0.0326,96.26,272.17
M004,2026-03-08T16:15:56.860366,66.73,0.032,102.19,272.08
M004,2026-03-08T16:20:56.860366,69.03,0.0358,101.71,272.0
M004,2026-03-08T16:25:56.860366,72.43,0.0248,98.88,271.92
M004,2026-03-08T16:30:56.860366,72.39,0.0254,98.88,271.83
M004,2026-03-08T16:35:56.860366,74.53,0.0228,95.17,271.75
M004,2026-03-08T16:40:56.860366,71.97,0.0383,96.04,271.67
M004,2026-03-08T16:45:56.860366,71.41,0.0332,100.45,271.58
M004,2026-03-08T16:50:56.860366,73.43,0.0222,98.14,271.5
M004,2026-03-08T16:55:56.860366,69.76,0.029,98.87,271.42
M004,2026-03-08T17:00:56.860366,70.59,0.0231,99.12,271.33
M004,2026-03-08T17:05:56.860366,69.64,0.0334,97.8,271.25
M004,2026-03-08T17:10:56.860366,66.98,0.0265,104.57,271.17
M004,2026-03-08T17:15:56.860366,74.78,0.0396,104.85,271.08
M004,2026-03-08T17:20:56.860366,68.75,0.0235,100.8,271.0
M004,2026-03-08T17:25:56.860366,67.07,0.0298,98.04,270.92
M004,2026-03-08T17:30:56.860366,65.49,0.0357,96.59,270.83
M004,2026-03-08T17:35:56.860366,71.37,0.0235,96.35,270.75
M004,2026-03-08T17:40:56.860366,65.32,0.0361,95.05,270.67
M004,2026-03-08T17:45:56.860366,66.71,0.0325,103.89,270.58
M004,2026-03-08T17:50:56.860366,70.08,0.0202,98.86,270.5
M004,2026-03-08T17:55:56.860366,73.46,0.0371,101.57,270.42
M004,2026-03-08T18:00:56.860366,65.11,0.0365,101.76,270.33
M004,2026-03-08T18:05:56.860366,65.48,0.0209,98.75,270.25
M004,2026-03-08T18:10:56.860366,67.44,0.0286,104.15,270.17
M004,2026-03-08T18:15:56.860366,65.07,0.028,98.41,270.08
M004,2026-03-08T18:20:56.860366,65.26,0.0271,101.53,270.0
M004,2026-03-08T18:25:56.860366,68.27,0.0321,103.71,269.92
M004,2026-03-08T18:30:56.860366,68.54,0.0208,95.11,269.83
M004,2026-03-08T18:35:56.860366,66.42,0.0279,100.07,269.75
M004,2026-03-08T18:40:56.860366,65.22,0.0253,102.81,269.67
M004,2026-03-08T18:45:56.860366,68.75,0.0239,101.56,269.58
M004,2026-03-08T18:50:56.860366,71.29,0.0223,103.84,269.5
M004,2026-03-08T18:55:56.860366,65.96,0.0208,97.18,269.42
M004,2026-03-08T19:00:56.860366,73.24,0.0318,96.6,269.33
M004,2026-03-08T19:05:56.860366,74.56,0.0231,100.38,269.25
M004,2026-03-08T19:10:56.860366,67.59,0.0377,101.45,269.17
M004,2026-03-08T19:15:56.860366,74.96,0.0242,102.36,269.08
M004,2026-03-08T19:20:56.860366,68.21,0.0345,104.29,269.0
M004,2026-03-08T19:25:56.860366,65.51,0.0264,99.36,268.92
M004,2026-03-08T19:30:56.860366,67.45,0.034,98.17,268.83
M004,2026-03-08T19:35:56.860366,68.65,0.0313,102.98,268.75
M004,2026-03-08T19:40:56.860366,73.55,0.0252,96.68,268.67
M004,2026-03-08T19:45:56.860366,66.26,0.0277,98.27,268.58
M004,2026-03-08T19:50:56.860366,70.2,0.0332,101.04,268.5
M004,2026-03-08T19:55:56.860366,68.51,0.0228,100.34,268.42
M004,2026-03-08T20:00:56.860366,73.82,0.0215,97.41,268.33
M004,2026-03-08T20:05:56.860366,69.62,0.038,102.25,268.25
M004,2026-03-08T20:10:56.860366,66.9,0.0313,103.31,268.17
M004,2026-03-08T20:15:56.860366,68.58,0.0386,97.75,268.08
M004,2026-03-08T20:20:56.860366,72.77,0.0328,99.09,268.0
M004,2026-03-08T20:25:56.860366,69.39,0.0278,95.85,267.92
M004,2026-03-08T20:30:56.860366,71.37,0.028,97.67,267.83
M004,2026-03-08T20:35:56.860366,68.24,0.0329,101.28,267.75
M004,2026-03-08T20:40:56.860366,68.46,0.0366,99.8,267.67
M004,2026-03-08T20:45:56.860366,73.71,0.0399,96.27,267.58
M004,2026-03-08T20:50:56.860366,71.76,0.0237,102.95,267.5
M004,2026-03-08T20:55:56.860366,70.94,0.0223,102.24,267.42
M004,2026-03-08T21:00:56.860366,68.08,0.0353,103.99,267.33
M004,2026-03-08T21:05:56.860366,67.15,0.0221,100.49,267.25
